timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1685897956.58057714,158634854,0.5564901232719421,0.0,0.553401529788971,0.5,-9.923415184020996,-9.939393997192383,-10.175642967224121,9.98,9.63,0.0,18,17
1685897956.68053699,158734814,0.6216370463371277,0.0,0.582973301410675,0.5,-9.90870189666748,-9.933611869812012,-10.247733116149902,9.98,9.620000000000001,0.0,22,17
1685897956.78049707,158834774,0.6738965511322021,0.0,0.633707582950592,0.5,-9.89238452911377,-9.934123039245605,-9.95576000213623,9.98,9.59,0.0,29,19
1685897956.88045716,158934734,0.6649482846260071,0.0,0.6653668284416199,0.5,-9.87447738647461,-9.926719665527344,-10.018502235412598,9.98,9.55,0.0,34,25
1685897956.98041701,159034694,0.6514974236488342,0.0,0.6610007286071777,0.5,-9.854927062988281,-9.907456398010254,-9.936661720275879,9.98,9.540000000000001,0.0,36,30
1685897957.08037710,159134654,0.6373879313468933,0.0,0.651873767375946,0.5,-9.833704948425293,-9.879223823547363,-10.125070571899414,9.98,9.49,0.0,35,33
1685897957.18033695,159234614,0.6535643935203552,0.0,0.6463831067085266,0.5,-9.810730934143066,-9.852848052978516,-9.709386825561523,9.98,9.450000000000001,0.0,36,34
1685897957.28029704,159334574,0.6339253783226013,0.0,0.6531441807746887,0.5,-9.785887718200684,-9.817913055419922,-9.690363883972168,9.98,9.43,0.0,35,35
1685897957.38025713,159434534,0.58522629737854,0.0,0.6244606971740723,0.5,-9.759101867675781,-9.769490242004395,-10.03501033782959,9.98,9.43,0.0,30,36
1685897957.48021698,159534494,0.5877302289009094,0.0,0.5915359854698181,0.5,-9.73039436340332,-9.729171752929688,-9.804482460021973,9.98,9.41,0.0,29,33
1685897957.58017707,159634454,0.6299262046813965,0.0,0.6106806397438049,0.5,-9.699845314025879,-9.697394371032715,-9.761872291564941,9.98,9.39,0.0,30,31
1685897957.68013716,159734414,0.6420839428901672,0.0,0.6327247023582458,0.5,-9.667490005493164,-9.665739059448242,-9.53762149810791,9.98,9.370000000000001,0.0,32,31
1685897957.78009701,159834374,0.619254469871521,0.0,0.6367877721786499,0.5,-9.633384704589844,-9.62513256072998,-9.773599624633789,9.98,9.370000000000001,0.0,32,33
1685897957.88005710,159934334,0.6184486150741577,0.0,0.621272087097168,0.5,-9.597593307495117,-9.58450698852539,-9.847868919372559,9.98,9.370000000000001,0.0,32,34
1685897957.98001695,160034294,0.6638904213905334,0.0,0.6360597610473633,0.5,-9.56022834777832,-9.554462432861328,-9.555554389953613,9.98,9.35,0.0,36,33
1685897958.07997704,160134254,0.6754913926124573,0.0,0.6677709817886353,0.5,-9.521404266357422,-9.523359298706055,-9.616021156311035,9.98,9.370000000000001,0.0,40,35
1685897958.17993712,160234214,0.6752690076828003,0.0,0.6737000346183777,0.5,-9.481234550476074,-9.486910820007324,-9.506779670715332,9.98,9.370000000000001,0.0,42,39
1685897958.27989697,160334174,0.6689303517341614,0.0,0.6746485829353333,0.5,-9.439884185791016,-9.445186614990234,-9.698716163635254,9.98,9.38,0.0,43,41
1685897958.37985706,160434134,0.6909829378128052,0.0,0.676243007183075,0.5,-9.397526741027832,-9.407303810119629,-9.286934852600098,9.98,9.39,0.0,45,42
1685897958.47981715,160534094,0.6742154359817505,0.0,0.6859638690948486,0.5,-9.354336738586426,-9.362458229064941,-9.396675109863281,9.98,9.41,0.0,45,44
1685897958.57977700,160634054,0.6551145911216736,0.0,0.669043779373169,0.5,-9.310503959655762,-9.310473442077637,-9.261273384094238,9.98,9.42,0.0,44,45
1685897958.68057013,160734847,0.6315759420394897,0.0,0.6510166525840759,0.5,-9.265862464904785,-9.254694938659668,-9.454514503479004,9.98,9.450000000000001,0.0,41,44
1685897958.78052998,160834807,0.6370887756347656,0.0,0.6342309713363647,0.5,-9.221344947814941,-9.206193923950195,-9.335976600646973,9.98,9.450000000000001,0.0,40,42
1685897958.88049006,160934767,0.6608789563179016,0.0,0.6458953022956848,0.5,-9.176774978637695,-9.165844917297363,-9.079084396362305,9.98,9.450000000000001,0.0,41,40
1685897958.98045015,161034727,0.6436882019042969,0.0,0.6536438465118408,0.5,-9.132285118103027,-9.120379447937012,-9.108590126037598,9.98,9.450000000000001,0.0,40,41
1685897959.08041000,161134687,0.6186918020248413,0.0,0.636237382888794,0.5,-9.087933540344238,-9.069090843200684,-9.210769653320312,9.98,9.47,0.0,38,41
1685897959.18037009,161234647,0.6194631457328796,0.0,0.6202619671821594,0.5,-9.043779373168945,-9.022293090820312,-9.189817428588867,9.98,9.5,0.0,37,39
1685897959.28032994,161334607,0.6439377069473267,0.0,0.6272340416908264,0.5,-8.999924659729004,-8.983722686767578,-9.193925857543945,9.98,9.51,0.0,38,38
1685897959.38029003,161434567,0.6743940711021423,0.0,0.6495920419692993,0.5,-8.956502914428711,-8.952402114868164,-9.118282318115234,9.98,9.52,0.0,41,37
1685897959.48025012,161534527,0.690716564655304,0.0,0.6733233332633972,0.5,-8.913607597351074,-8.923477172851562,-8.899497032165527,9.98,9.540000000000001,0.0,45,39
1685897959.58020997,161634487,0.6734681725502014,0.0,0.6803600192070007,0.5,-8.871321678161621,-8.886016845703125,-8.995872497558594,9.98,9.58,0.0,46,42
1685897959.68017006,161734447,0.6611354947090149,0.0,0.667262077331543,0.5,-8.829756736755371,-8.843853950500488,-8.882381439208984,9.98,9.620000000000001,0.0,45,44
1685897959.78013015,161834407,0.6433526873588562,0.0,0.6543800830841064,0.5,-8.78908634185791,-8.799216270446777,-9.002025604248047,9.98,9.620000000000001,0.0,43,43
1685897959.88009000,161934367,0.6479486227035522,0.0,0.6438035368919373,0.5,-8.749472618103027,-8.759224891662598,-8.744434356689453,9.98,9.64,0.0,42,41
1685897959.98005009,162034327,0.6345838308334351,0.0,0.6430152058601379,0.5,-8.710989952087402,-8.71834659576416,-8.724573135375977,9.98,9.66,0.0,40,40
1685897960.08001018,162134287,0.6041335463523865,0.0,0.6233275532722473,0.5,-8.673699378967285,-8.672381401062012,-8.940878868103027,9.98,9.68,0.0,36,39
1685897960.17997003,162234247,0.6157131195068359,0.0,0.6069329977035522,0.5,-8.637650489807129,-8.637872695922852,-8.837258338928223,9.98,9.71,0.0,35,36
1685897960.27993011,162334207,0.6495844125747681,0.0,0.62506103515625,0.5,-8.602904319763184,-8.61233901977539,-8.554021835327148,9.98,9.700000000000001,0.0,36,34
1685897960.37988997,162434167,0.6290671229362488,0.0,0.6376162171363831,0.5,-8.569494247436523,-8.57956314086914,-8.817541122436523,9.98,9.71,0.0,35,34
