,TimeUS,timestamp,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt,terrain_z,sub_z,rf
137,35436653,1685893246.379566,0.0,0.0,0.25,0.5,0.0,-8.004790306091309,-8.037869453430176,0.0,0.0,0.0,0,-59,,,
138,35536613,1685893246.479526,0.0,0.0,0.25,0.5,0.0,-8.085375785827637,-7.888937473297119,0.0,0.0,0.0,0,-60,,,
139,35636573,1685893246.579486,0.0,0.0,0.25,0.5,0.0,-8.15316104888916,-8.058737754821777,0.0,0.0,0.0,0,-60,,,
140,35736533,1685893246.679446,0.0,0.0,0.25,0.5,0.0,-8.213547706604004,-8.345091819763184,0.0,0.0,0.0,0,-60,,,
141,35836493,1685893246.779406,0.0,0.0,0.25,0.5,0.0,-8.28049373626709,-8.136905670166016,0.0,0.0,0.0,0,-60,,,
142,35936453,1685893246.879366,0.0,0.0,0.25,0.5,0.0,-8.343708038330078,-8.178679466247559,0.0,0.0,0.0,0,-60,,,
143,36036413,1685893246.979326,0.0,0.0,0.25,0.5,0.0,-8.398816108703613,-8.520466804504395,0.0,0.0,0.0,0,-60,,,
144,36136373,1685893247.079286,0.0,0.0,0.25,0.5,0.0,-8.458815574645996,-8.50942325592041,0.0,0.0,0.0,0,-60,,,
145,36236333,1685893247.179246,0.0,0.0,0.25,0.5,0.0,-8.52562141418457,-8.611929893493652,0.0,0.0,0.0,0,-60,,,
146,36337126,1685893247.280039,0.0,0.0,0.25,0.5,0.0,-8.598628997802734,-8.649616241455078,0.0,0.0,0.0,0,-61,,,
147,36437086,1685893247.3799992,0.0,0.0,0.25,0.5,0.0,-8.673301696777344,-8.496236801147461,0.0,0.0,0.0,0,-62,,,
148,36537046,1685893247.479959,0.0,0.0,0.25,0.5,0.0,-8.74020004272461,-8.80552864074707,0.0,0.0,0.0,0,-63,,,
149,36637006,1685893247.579919,0.0,0.0,0.25,0.5,0.0,-8.806681632995605,-8.738389015197754,0.0,0.0,0.0,0,-63,,,
150,36736966,1685893247.6798787,0.0,0.0,0.25,0.5,0.0,-8.872946739196777,-8.996644973754883,0.0,0.0,0.0,0,-63,,,
151,36836926,1685893247.779839,0.0,0.0,0.25,0.5,0.0,-8.944967269897461,-8.963349342346191,0.0,0.0,0.0,0,-64,,,
152,36936886,1685893247.8797991,0.0,0.0,0.25,0.5,0.0,-9.01913356781006,-8.835616111755371,0.0,0.0,0.0,0,-65,,,
153,37036846,1685893247.9797587,0.0,0.0,0.25,0.5,0.0,-9.085003852844238,-9.057580947875977,0.0,0.0,0.0,0,-65,,,
154,37136806,1685893248.079719,0.0,0.0,0.25,0.5,0.0,-9.14992904663086,-8.915064811706543,0.0,0.0,0.0,0,-64,,,
155,37236766,1685893248.1796792,0.0,0.0,0.25,0.5,0.0,-9.206047058105469,-9.015388488769531,0.0,0.0,0.0,0,-64,,,
156,37336726,1685893248.279639,0.0,0.0,0.25,0.5,0.0,-9.25528621673584,-9.18125057220459,0.0,0.0,0.0,0,-63,,,
157,37436686,1685893248.379599,0.0,0.0,0.25,0.5,0.0,-9.305289268493652,-9.425592422485352,0.0,0.0,0.0,0,-62,,,
158,37536646,1685893248.4795587,0.0,0.0,0.25,0.5,0.0,-9.366300582885742,-9.233296394348145,0.0,0.0,0.0,0,-62,,,
159,37636606,1685893248.579519,0.0,0.0,0.25,0.5,0.0,-9.42551040649414,-9.557143211364746,0.0,0.0,0.0,0,-62,,,
160,37736566,1685893248.6794791,0.0,0.0,0.25,0.5,0.0,-9.492165565490724,-9.4208984375,0.0,0.0,0.0,0,-62,,,
161,37836526,1685893248.7794387,0.0,0.0,0.25,0.5,0.0,-9.55866813659668,-9.608213424682615,0.0,0.0,0.0,0,-62,,,
162,37936486,1685893248.879399,0.0,0.0,0.25,0.5,0.0,-9.62781810760498,-9.67572021484375,0.0,0.0,0.0,0,-63,,,
163,38036446,1685893248.9793591,0.0,0.0,0.25,0.5,0.0,-9.70053768157959,-9.471067428588867,0.0,0.0,0.0,0,-64,,,
164,38136406,1685893249.079319,0.0,0.0,0.25,0.5,0.0,-9.76329231262207,-9.710143089294434,0.0,0.0,0.0,0,-64,,,
165,38236366,1685893249.179279,0.0,0.0,0.25,0.5,0.0,-9.823206901550291,-9.714659690856934,0.0,0.0,0.0,0,-63,,,
166,38336326,1685893249.2792387,0.0,0.0,0.25,0.5,0.0,-9.881243705749512,-9.781246185302734,0.0,0.0,0.0,0,-63,,,
167,38437119,1685893249.380032,0.0,0.0,0.25,0.5,0.0,-9.936138153076172,-9.98562240600586,0.0,0.0,0.0,0,-62,,,
168,38537079,1685893249.479992,0.0,0.0,0.5,0.5,0.0,-9.99485206604004,-10.013827323913574,0.0,0.0,0.0,0,-53,,,
169,38637039,1685893249.579952,0.0,0.0,0.5,0.5,0.0,-10.04288387298584,-10.154065132141112,0.0,0.0,0.0,0,-40,,,
170,38736999,1685893249.679912,0.0,0.0,0.5,0.5,0.0,-10.08646297454834,-10.084576606750488,0.0,0.0,0.0,0,-32,,,
171,38836959,1685893249.779872,0.0,0.0,0.5,0.5,0.0,-10.1249361038208,-9.853903770446776,0.0,0.0,0.0,0,-28,,,
172,38936919,1685893249.879832,0.0,0.0,0.5,0.5,0.0,-10.146960258483888,-10.068602561950684,0.0,0.0,0.0,0,-23,,,
173,39036879,1685893249.979792,0.0,0.0,0.5,0.5,0.0,-10.158778190612791,-10.238386154174805,0.0,0.0,0.0,0,-20,,,
174,39136839,1685893250.079752,0.0,0.0,0.5,0.5,0.0,-10.173095703125,-10.16522216796875,0.0,0.0,0.0,0,-17,,,
175,39236799,1685893250.179712,0.0,0.0,0.5,0.5,0.0,-10.188822746276855,-10.261472702026367,0.0,0.0,0.0,0,-15,,,
176,39336759,1685893250.279672,0.0,0.0,0.5,0.5,0.0,-10.206731796264648,-10.31179428100586,0.0,0.0,0.0,0,-14,,,
177,39436719,1685893250.379632,0.0,0.0,0.5,0.5,0.0,-10.228652954101562,-10.166465759277344,0.0,0.0,0.0,0,-13,,,
178,39536679,1685893250.479592,0.0,0.0,0.5,0.5,0.0,-10.246217727661133,-10.088350296020508,0.0,0.0,0.0,0,-12,,,
179,39636639,1685893250.579552,0.0,0.0,0.5,0.5,0.0,-10.253872871398926,-10.16793727874756,0.0,0.0,0.0,0,-11,,,
180,39736599,1685893250.679512,0.0,0.0,0.5,0.5,0.0,-10.256070137023926,-10.224881172180176,0.0,0.0,0.0,0,-9,,,
181,39836559,1685893250.779472,0.0,0.0,0.5,0.5,0.0,-10.25749969482422,-10.035523414611816,0.0,0.0,0.0,0,-8,,,
182,39936519,1685893250.879432,0.0,0.0,0.5,0.5,0.0,-10.248218536376951,-10.360718727111816,0.0,0.0,0.0,0,-5,,,
183,40036479,1685893250.979392,0.0,0.0,0.5,0.5,0.0,-10.247055053710938,-10.207819938659668,0.0,0.0,0.0,0,-4,,,
184,40136439,1685893251.079352,0.0,0.0,0.5,0.5,0.0,-10.247172355651855,-10.157272338867188,0.0,0.0,0.0,0,-3,,,
185,40236399,1685893251.179312,0.0,0.0,0.5,0.5,0.0,-10.243452072143556,-10.281767845153809,0.0,0.0,0.0,0,-2,,,
