TimeUS,terrain_z,sub_z,rf
48088000,-20.0,-9.453371929922492,10.451628070077508
48190000,-20.0,-9.459119285201908,10.445880714798092
48291000,-20.0,-9.462903063291915,10.442096936708085
48393000,-20.0,-9.466749956039203,10.438250043960796
48493000,-20.0,-9.470575749318986,10.434424250681014
48593000,-20.0,-9.474887834786665,10.430112165213334
48695000,-20.0,-9.479045143654385,10.425954856345614
48795000,-20.0,-9.480564706319768,10.424435293680231
48899000,-20.0,-9.482125953703305,10.422874046296695
48999000,-20.0,-9.483751052297281,10.421248947702718
49099000,-20.0,-9.486421454732715,10.418578545267284
49201000,-20.0,-9.488999027569903,10.416000972430096
49302000,-20.0,-9.490215799567324,10.414784200432676
49403000,-20.0,-9.491452426057952,10.413547573942047
49504000,-20.0,-9.49271874011617,10.41228125988383
49606000,-20.0,-9.494502421544292,10.410497578455708
49706000,-20.0,-9.496256076793664,10.408743923206336
49806000,-20.0,-9.497985262373788,10.407014737626211
49908000,-20.0,-9.49974193610029,10.405258063899709
50009000,-20.0,-9.501563498818001,10.403436501181998
50111000,-20.0,-9.504499584435152,10.400500415564848
50211000,-20.0,-9.507326574691293,10.397673425308707
50311000,-20.0,-9.509468906970136,10.395531093029863
50414000,-20.0,-9.511497130492058,10.393502869507941
50514000,-20.0,-9.511781116634134,10.393218883365865
50616000,-20.0,-9.512069541862216,10.392930458137783
50716000,-20.0,-9.512297407550776,10.392702592449224
50817000,-20.0,-9.511925904003409,10.39307409599659
50919000,-20.0,-9.511527815732327,10.393472184267672
51019000,-20.0,-9.510904899382714,10.394095100617285
51122000,-20.0,-9.510262140264018,10.394737859735981
51223000,-20.0,-9.509583123860809,10.39541687613919
51323000,-20.0,-9.508361027028291,10.396638972971708
51425000,-20.0,-9.507339653845758,10.397660346154241
51526000,-20.0,-9.508440676080829,10.39655932391917
51627000,-20.0,-9.509559668441831,10.395440331558168
51728000,-20.0,-9.510804213522848,10.394195786477152
51828000,-20.0,-9.513395763782583,10.391604236217416
51930000,-20.0,-9.515812939548006,10.389187060451993
52030000,-20.0,-9.51592437513262,10.38907562486738
52134000,-20.0,-9.516039175597218,10.388960824402782
52234000,-16.0,-9.515894505166516,6.389105494833484
52335000,-16.0,-9.513306772585997,6.391693227414003
52438000,-16.0,-9.510913991338501,6.394086008661499
52539000,-16.0,-9.510787811022302,6.394212188977698
52642000,-16.0,-9.510657467670827,6.394342532329174
52743000,-16.0,-9.510326681063791,6.394673318936209
52843000,-16.0,-9.508620352302298,6.396379647697702
52945000,-16.0,-9.507026445133725,6.397973554866275
53045000,-16.0,-9.506485289008246,6.398514710991754
53148000,-16.0,-9.505933021105959,6.399066978894042
53248000,-16.0,-9.50379238455763,6.401207615442369
53348000,-16.0,-9.488311483078794,6.416688516921206
53451000,-16.0,-9.46929261495872,6.4357073850412805
53551000,-16.0,-9.418790342434374,6.4862096575656265
53653000,-16.0,-9.367349447147863,6.537650552852138
53753000,-16.0,-9.31002977513662,6.59497022486338
53856000,-16.0,-9.180721657515843,6.7242783424841575
53956000,-16.0,-9.056893481455175,6.848106518544825
54057000,-16.0,-8.957892355231795,6.947107644768205
54159000,-16.0,-8.857481910981734,7.047518089018266
54259000,-16.0,-8.7542480962227,7.150751903777301
54361000,-16.0,-8.603320131945718,7.301679868054282
54462000,-16.0,-8.455746322630688,7.449253677369312
54562000,-16.0,-8.313772476670053,7.591227523329947
54664000,-16.0,-8.173720565382814,7.7312794346171865
54764000,-16.0,-8.08317611345024,7.821823886549761
54866000,-16.0,-7.991000827258305,7.913999172741696
54967000,-16.0,-7.896873551398252,8.008126448601748
55067000,-16.0,-7.764180861060127,8.140819138939873
55169000,-16.0,-7.633344985563032,8.271655014436968
55269000,-16.0,-7.546464963402609,8.35853503659739
55371000,-16.0,-7.458211489362466,8.446788510637534
55472000,-16.0,-7.368237272164824,8.536762727835177
55572000,-16.0,-7.243797124026018,8.661202875973983
55674000,-16.0,-7.120962845958569,8.78403715404143
55774000,-16.0,-7.042877066717862,8.862122933282137
55876000,-16.0,-6.963523243041065,8.941476756958934
55977000,-16.0,-6.882902132230904,9.022097867769096
56077000,-16.0,-6.7736264941023006,9.131373505897699
56180000,-16.0,-6.665351838979345,9.239648161020655
56280000,-16.0,-6.598238837477134,9.306761162522866
56382000,-16.0,-6.529877716953421,9.375122283046577
56483000,-16.0,-6.460267817017227,9.444732182982772
56583000,-16.0,-6.366159226957563,9.538840773042436
56686000,-16.0,-6.2735179443333395,9.63148205566666
56787000,-16.0,-6.215353907852573,9.689646092147425
56889000,-16.0,-6.1560486198364766,9.748951380163524
56989000,-16.0,-6.096031271856389,9.80896872814361
57090000,-16.0,-6.019033335365806,9.885966664634195
57192000,-16.0,-5.943814861069823,9.961185138930176
57292000,-16.0,-5.898587172753354,10.006412827246645
57394000,-16.0,-5.852662409743714,10.052337590256284
57495000,-16.0,-5.806340371591827,10.098659628408173
57595000,-16.0,-5.748879400579393,10.156120599420605
57697000,-16.0,-5.692602759310229,10.21239724068977
57797000,-16.0,-5.660046871472428,10.244953128527571
57899000,-16.0,-5.626856538821341,10.278143461178658
58000000,-16.0,-5.593716418464186,10.311283581535813
58100000,-16.0,-5.554247762034742,10.350752237965258
58202000,-16.0,-5.515924013232118,10.389075986767882
58302000,-16.0,-5.49722521009606,10.40777478990394
58404000,-16.0,-5.4782278027738744,10.426772197226125
58504000,-16.0,-5.459244012191668,10.445755987808331
58607000,-16.0,-5.436401530598669,10.46859846940133
58708000,-16.0,-5.415105393227347,10.489894606772653
58808000,-16.0,-5.4028550099414145,10.502144990058584
58910000,-16.0,-5.390418242520202,10.514581757479798
59010000,-16.0,-5.378197743796381,10.526802256203618
59112000,-16.0,-5.3660067272895615,10.538993272710437
59213000,-16.0,-5.354740278823608,10.55025972117639
59313000,-16.0,-5.350866728204261,10.554133271795738
59415000,-16.0,-5.347172490977387,10.557827509022612
59515000,-16.0,-5.34626474917232,10.558735250827679
59617000,-16.0,-5.345340479592521,10.559659520407479
59718000,-16.0,-5.344520408104551,10.560479591895449
59818000,-16.0,-5.3446815847255085,10.560318415274491
59920000,-16.0,-5.344988963241078,10.56001103675892
60020000,-16.0,-5.346863582448559,10.55813641755144
60122000,-16.0,-5.34876721012152,10.55623278987848
60223000,-16.0,-5.350879805647168,10.554120194352832
60323000,-16.0,-5.355657037183699,10.5493429628163
60425000,-16.0,-5.36048169742383,10.54451830257617
60525000,-16.0,-5.364897635682128,10.540102364317871
60627000,-16.0,-5.369383518734193,10.535616481265807
60727000,-16.0,-5.373918457675612,10.531081542324388
60828000,-16.0,-5.379855532520764,10.525144467479235
60930000,-16.0,-5.385869823025508,10.51913017697449
61030000,-16.0,-5.391664209523779,10.513335790476221
61132000,-16.0,-5.39755581750291,10.507444182497089
61232000,-16.0,-5.403458979753388,10.501541020246611
61333000,-16.0,-5.410701144022477,10.494298855977522
61435000,-16.0,-5.417821155397295,10.487178844602704
61535000,-16.0,-5.422223724882018,10.482776275117981
61639000,-16.0,-5.426771427925756,10.478228572074244
61739000,-16.0,-5.4313501900299945,10.473649809970004
61839000,-16.0,-5.437564512890554,10.467435487109446
61941000,-16.0,-5.443688357863607,10.461311642136392
62042000,-16.0,-5.447932194829787,10.457067805170214
62143000,-16.0,-5.452235657934129,10.452764342065871
62244000,-16.0,-5.456493665168621,10.448506334831379
62344000,-16.0,-5.4609178787327295,10.44408212126727
62446000,-16.02,-5.46532856364184,10.459671436358159
62546000,-16.05,-5.468680286154796,10.486319713845203
62648000,-16.08,-5.472086808890572,10.512913191109424
62749000,-16.1,-5.475499379637303,10.529500620362699
62849000,-16.12,-5.479621268396151,10.545378731603849
62951000,-16.15,-5.483605721343371,10.571394278656628
63051000,-16.17,-5.485178081033603,10.589821918966399
63153000,-16.2,-5.4867743705254055,10.618225629474592
63253000,-16.23,-5.488404307126698,10.646595692873301
63355000,-16.25,-5.490757845796556,10.664242154203444
63456000,-16.27,-5.49309029437952,10.681909705620479
63556000,-16.3,-5.495598702500466,10.709401297499534
63658000,-16.33,-5.498147216832667,10.73685278316733
63758000,-16.35,-5.500782125039931,10.75421787496007
63861000,-16.38,-5.504989262018873,10.780010737981124
63961000,-16.4,-5.509186029044408,10.79581397095559
64061000,-16.42,-5.5141332621968955,10.810866737803105
64163000,-16.45,-5.519268676219038,10.83573132378096
64264000,-16.48,-5.525517355342276,10.859482644657723
64366000,-16.5,-5.531882986009747,10.873117013990251
64466000,-16.52,-5.538843434089754,10.886156565910245
64567000,-16.55,-5.553263734791816,10.901736265208184
64668000,-16.58,-5.567605054649942,10.917394945350056
64769000,-16.6,-5.578397574494846,10.926602425505154
64871000,-16.62,-5.589359882464506,10.935640117535494
64971000,-16.65,-5.600640246626871,10.954359753373128
65072000,-16.67,-5.617451842766132,10.957548157233868
65173000,-16.7,-5.634091525482594,10.970908474517405
65274000,-16.73,-5.645617034115147,10.989382965884852
65376000,-16.75,-5.657342858654298,10.997657141345702
65476000,-16.77,-5.669603150381007,11.005396849618991
65577000,-16.8,-5.6900976605058124,11.014902339494187
65679000,-16.83,-5.710362815526047,11.024637184473951
65779000,-16.85,-5.724293872311045,11.030706127688957
65881000,-16.88,-5.738443862574237,11.046556137425762
65981000,-16.9,-5.7531601183717695,11.051839881628228
66082000,-16.92,-5.77646988835894,11.048530111641062
66188000,-16.95,-5.800428405270292,11.054571594729707
66289000,-16.98,-5.817978693189929,11.067021306810071
66391000,-17.0,-5.835775843436796,11.069224156563203
66491000,-17.03,-5.854459060567148,11.080540939432852
66591000,-17.05,-5.881040241129955,11.073959758870044
66693000,-17.08,-5.907151071284211,11.077848928715786
66794000,-17.1,-5.926719746729817,11.078280253270185
66896000,-17.12,-5.946640234056873,11.078359765943128
66996000,-17.15,-5.967487787650953,11.087512212349045
67096000,-17.17,-6.000788632559046,11.074211367440954
67198000,-17.2,-6.0336954575858694,11.07130454241413
67299000,-17.23,-6.055592395551838,11.079407604448162
67401000,-17.25,-6.07784445865591,11.077155541344089
67501000,-17.28,-6.100658721969291,11.08434127803071
67601000,-17.3,-6.133817614269572,11.07118238573043
67703000,-17.33,-6.166486757650398,11.0685132423496
67804000,-17.35,-6.187266761752583,11.067733238247419
67906000,-17.38,-6.208452243561899,11.0765477564381
68006000,-17.4,-6.2301144245812585,11.074885575418739
68109000,-17.42,-6.262654947428236,11.062345052571766
68210000,-17.45,-6.293431767602146,11.061568232397851
68310000,-17.48,-6.315566303077505,11.069433696922495
68412000,-17.5,-6.338053589161573,11.066946410838426
68512000,-17.53,-6.361020365053694,11.073979634946307
68614000,-17.55,-6.392606673296197,11.062393326703804
68715000,-17.58,-6.423752657905418,11.06124734209458
68815000,-17.6,-6.455636681973577,11.049363318026424
68917000,-17.62,-6.487249368945631,11.03775063105437
69017000,-17.65,-6.509544253255575,11.045455746744423
69119000,-17.67,-6.532191115483786,11.042808884516214
69219000,-17.7,-6.555333761262496,11.049666238737503
69320000,-17.73,-6.58846312541623,11.04653687458377
69421000,-17.75,-6.621301097118278,11.033698902881723
69522000,-17.78,-6.643810852269762,11.041189147730238
69624000,-17.8,-6.66666796334169,11.038332036658309
69724000,-17.83,-6.690160930815498,11.0448390691845
69824000,-17.85,-6.725476603453572,11.029523396546429
69926000,-17.88,-6.760240983967749,11.02475901603225
70027000,-17.9,-6.7810626678317,11.023937332168298
70128000,-17.92,-6.802204836709791,11.02279516329021
70229000,-17.95,-6.823713734251591,11.031286265748408
70329000,-17.98,-6.8536999838175445,11.031300016182454
70431000,-18.0,-6.883521887933203,11.021478112066797
70531000,-18.02,-6.9049377788922595,11.02006222110774
70634000,-18.05,-6.926736344618639,11.02826365538136
70734000,-18.08,-6.948872864258239,11.03612713574176
70834000,-18.1,-6.979036237308034,11.025963762691967
70936000,-18.12,-7.008848962132495,11.016151037867505
71036000,-18.15,-7.028771803508454,11.026228196491543
71138000,-18.18,-7.048984539390119,11.03601546060988
71239000,-18.2,-7.069698662319363,11.035301337680636
71339000,-18.23,-7.0997258583654785,11.035274141634522
71441000,-18.25,-7.129565131676521,11.025434868323478
71541000,-18.27,-7.151423117098054,11.023576882901944
71643000,-18.3,-7.173671457084451,11.03132854291555
71743000,-18.33,-7.196280025276596,11.038719974723401
71844000,-18.35,-7.227623630750173,11.027376369249827
71946000,-18.38,-7.2585936397632445,11.026406360236754
72046000,-18.4,-7.2785144565940385,11.02648554340596
72148000,-18.43,-7.298731050062506,11.036268949937492
72248000,-18.45,-7.319557492580159,11.03544250741984
72349000,-18.48,-7.351011366360446,11.033988633639554
72451000,-18.5,-7.38211282193615,11.022887178063849
72551000,-18.53,-7.402751877308033,11.032248122691968
72653000,-18.55,-7.423722694601875,11.031277305398126
72753000,-18.58,-7.445255148613487,11.03974485138651
72856000,-18.6,-7.478441649109093,11.026558350890907
72957000,-18.62,-7.509637626248052,11.015362373751948
73057000,-18.65,-7.530069424402693,11.024930575597304
73159000,-18.68,-7.55083865234492,11.034161347655079
73259000,-18.7,-7.572053403012271,11.032946596987728
73362000,-18.73,-7.601930162494705,11.033069837505295
73463000,-18.75,-7.631294958359734,11.023705041640264
73563000,-18.78,-7.662701305432828,11.022298694567173
73666000,-18.8,-7.693873110134266,11.011126889865734
73766000,-18.83,-7.715348790313423,11.019651209686574
73868000,-18.85,-7.737160421169196,11.017839578830804
73969000,-18.88,-7.759393958197815,11.025606041802183
74069000,-18.9,-7.7885637708942586,11.01643622910574
74171000,-18.93,-7.817391339306245,11.017608660693755
74271000,-18.95,-7.8385326671068425,11.016467332893155
74373000,-18.98,-7.860018792071202,11.024981207928798
74473000,-19.0,-7.882092081842813,11.022907918157186
74574000,-19.03,-7.9145161212312845,11.020483878768717
74676000,-19.05,-7.9464701738961,11.008529826103901
74776000,-19.08,-7.96670684938527,11.018293150614728
74878000,-19.1,-7.987255973319187,11.017744026680814
74978000,-19.12,-8.008279442646328,11.016720557353672
75079000,-19.15,-8.038180419707036,11.016819580292962
75181000,-19.18,-8.067779093797975,11.017220906202024
75281000,-19.2,-8.08802309262797,11.016976907372028
75383000,-19.23,-8.108624422279608,11.026375577720392
75484000,-19.25,-8.129847008634671,11.025152991365328
75584000,-19.28,-8.161861383589587,11.023138616410414
75686000,-19.3,-8.193378424042802,11.011621575957198
75786000,-19.33,-8.214300875771594,11.020699124228404
75888000,-19.35,-8.235552738583728,11.019447261416273
75988000,-19.38,-8.257311527832135,11.027688472167863
76089000,-19.4,-8.288743710327248,11.01625628967275
76192000,-19.43,-8.319966653010562,11.015033346989437
76292000,-19.45,-8.340740852130294,11.014259147869705
76394000,-19.48,-8.361859540528405,11.023140459471595
76494000,-19.5,-8.383555966777491,11.021444033222508
76595000,-19.53,-8.414920204579001,11.020079795421
76697000,-19.55,-8.445770660498455,11.009229339501545
76797000,-19.58,-8.465777357729813,11.019222642270185
76899000,-19.6,-8.486110348238155,11.018889651761846
76999000,-19.62,-8.506953695124881,11.018046304875119
77100000,-19.65,-8.53715530419017,11.017844695809828
77201000,-19.68,-8.566906527964663,11.018093472035336
77302000,-19.7,-8.586437359396601,11.018562640603397
77404000,-19.73,-8.606283964876669,11.028716035123331
77504000,-19.75,-8.626678232732418,11.028321767267581
77607000,-19.78,-8.658241923839496,11.026758076160505
77707000,-19.8,-8.688169017580826,11.016830982419174
77808000,-19.83,-8.709685186368826,11.025314813631171
77910000,-19.85,-8.731667380557525,11.023332619442476
78011000,-19.88,-8.754028886630316,11.030971113369683
78113000,-19.9,-8.784770491840955,11.020229508159042
78213000,-19.93,-8.815014564991529,11.01998543500847
78313000,-19.95,-8.84540164202065,11.009598357979348
78417000,-19.98,-8.875876252556216,11.009123747443784
78517000,-20.0,-8.8980288697955,11.0069711302045
78621000,-20.0,-8.920873174614993,10.984126825385006
78721000,-20.0,-8.944339990480342,10.960660009519657
78822000,-20.0,-8.97753585237297,10.92746414762703
78925000,-20.0,-9.010089469078618,10.894910530921381
79026000,-20.0,-9.030303480576686,10.874696519423313
79129000,-20.0,-9.051114188932829,10.85388581106717
79229000,-20.0,-9.07247325366608,10.832526746333919
79330000,-20.0,-9.101393413850808,10.803606586149192
79433000,-20.0,-9.129900822929192,10.775099177070807
79534000,-20.0,-9.149011715372403,10.755988284627596
79637000,-20.0,-9.168742762363,10.736257237637
79738000,-20.0,-9.18894978093626,10.716050219063739
79838000,-20.0,-9.216163120770872,10.688836879229127
79942000,-20.0,-9.242780196605654,10.662219803394345
80042000,-20.0,-9.259317217989144,10.645682782010855
80146000,-20.0,-9.276345137601703,10.628654862398296
80246000,-20.0,-9.293936777654974,10.611063222345026
80347000,-20.0,-9.318310072179537,10.586689927820462
80449000,-20.0,-9.342169453632934,10.562830546367065
80549000,-20.0,-9.358985364675645,10.546014635324354
80651000,-20.0,-9.376069590491186,10.528930409508813
80751000,-20.0,-9.393267225705596,10.511732774294403
80853000,-20.0,-9.414116201607126,10.490883798392874
80954000,-20.0,-9.43383295050985,10.47116704949015
81054000,-20.0,-9.445118845248759,10.45988115475124
81156000,-20.0,-9.456626983782034,10.448373016217966
81257000,-20.0,-9.468054395407087,10.436945604592912
81359000,-20.0,-9.48137649286677,10.423623507133229
81459000,-20.0,-9.494420848919535,10.410579151080464
81560000,-20.0,-9.507077378756213,10.397922621243787
81661000,-20.0,-9.519330492042702,10.385669507957298
81762000,-20.0,-9.525281168174676,10.379718831825324
81864000,-20.0,-9.53134154768352,10.37365845231648
81964000,-20.0,-9.537344048770017,10.367655951229983
82065000,-20.0,-9.543870430539481,10.361129569460518
82167000,-20.0,-9.550145539597555,10.354854460402445
82268000,-20.0,-9.552283921593224,10.352716078406775
82370000,-20.0,-9.554468487826604,10.350531512173395
82471000,-20.0,-9.556474013078839,10.34852598692116
82571000,-20.0,-9.557243443680925,10.347756556319075
82673000,-20.0,-9.558090609650417,10.346909390349582
82774000,-20.0,-9.559533401065881,10.345466598934118
82875000,-20.0,-9.560998105394235,10.344001894605764
82976000,-20.0,-9.562439746509103,10.342560253490896
83076000,-20.0,-9.563866360009392,10.341133639990607
83178000,-20.0,-9.565142010804768,10.339857989195231
83278000,-20.0,-9.564585596921562,10.340414403078437
83381000,-20.0,-9.564017249139864,10.340982750860135
83481000,-20.0,-9.563444392733018,10.341555607266981
83582000,-20.0,-9.562697824669327,10.342302175330673
83684000,-20.0,-9.561948347897353,10.343051652102647
83785000,-20.0,-9.561329188547553,10.343670811452446
83887000,-20.0,-9.560696356459696,10.344303643540304
83988000,-20.0,-9.559847605978833,10.345152394021166
84088000,-20.0,-9.556886495422777,10.348113504577222
84192000,-20.0,-9.553803601268967,10.351196398731032
84292000,-20.0,-9.550533887978226,10.354466112021774
84394000,-20.0,-9.547204257193181,10.357795742806818
84494000,-20.0,-9.544096308896531,10.360903691103468
84595000,-20.0,-9.542317938154008,10.362682061845991
84698000,-20.0,-9.540573287880937,10.364426712119062
84799000,-20.0,-9.539576474621274,10.365423525378725
84902000,-20.0,-9.538546631921621,10.366453368078378
85003000,-20.0,-9.53730368644661,10.36769631355339
85106000,-20.0,-9.53414751987037,10.37085248012963
85207000,-20.0,-9.531092420498142,10.373907579501857
85307000,-20.0,-9.528062750590934,10.376937249409066
85411000,-20.0,-9.524937824699213,10.380062175300786
85511000,-20.0,-9.521907512532099,10.3830924874679
85614000,-20.0,-9.518793537833526,10.386206462166474
85714000,-20.0,-9.516199801960253,10.388800198039746
85814000,-20.0,-9.5166769775597,10.3883230224403
85918000,-20.0,-9.517260635261218,10.387739364738781
86018000,-20.0,-9.518461201959422,10.386538798040577
86122000,-20.0,-9.519700089468909,10.38529991053109
86222000,-20.0,-9.520817889480986,10.384182110519014
86323000,-20.0,-9.521372589684578,10.383627410315421
86426000,-20.0,-9.521737683575354,10.383262316424645
86527000,-20.0,-9.520719428516099,10.3842805714839
86630000,-20.0,-9.519668198919756,10.385331801080243
86731000,-20.0,-9.518553040309811,10.386446959690188
86831000,-20.0,-9.516825068002607,10.388174931997392
86935000,-20.0,-9.515022988212813,10.389977011787186
87035000,-20.0,-9.513142903059096,10.391857096940903
87139000,-20.0,-9.511206774182245,10.393793225817754
87239000,-20.0,-9.509349398106801,10.395650601893198
87339000,-20.0,-9.507618600869513,10.397381399130486
87443000,-20.0,-9.505927390530438,10.399072609469561
87543000,-20.0,-9.504890712714666,10.400109287285334
87645000,-20.0,-9.503836700664912,10.401163299335087
87746000,-20.0,-9.502962608932917,10.402037391067083
87846000,-20.0,-9.503287206904641,10.401712793095358
87948000,-20.0,-9.503635351751921,10.401364648248078
88048000,-20.0,-9.504139750788012,10.400860249211988
88150000,-20.0,-9.504651506791284,10.400348493208716
88251000,-20.0,-9.50508079214981,10.39991920785019
88351000,-20.0,-9.504707615774239,10.40029238422576
88453000,-20.0,-9.50439320033298,10.400606799667019
88553000,-20.0,-9.504832072468083,10.400167927531916
88655000,-16.0,-9.505279215172342,6.399720784827658
88756000,-16.0,-9.505737630285347,6.399262369714653
88858000,-16.0,-9.506428991621044,6.398571008378956
88959000,-16.0,-9.506994535100436,6.398005464899565
89059000,-16.0,-9.50641357044346,6.3985864295565404
89161000,-16.0,-9.505823514957697,6.399176485042303
89261000,-16.0,-9.505199693290882,6.3998003067091185
89364000,-16.0,-9.504106263570087,6.400893736429913
89464000,-16.0,-9.502947175090004,6.402052824909997
89564000,-16.0,-9.500909419058654,6.404090580941346
89666000,-16.0,-9.496743407243168,6.408256592756833
89767000,-16.0,-9.470832139854721,6.434167860145279
89869000,-16.0,-9.444483217704153,6.460516782295847
89969000,-16.0,-9.412401898599342,6.492598101400659
90070000,-16.0,-9.314242432512467,6.590757567487533
90173000,-16.0,-9.21418278784869,6.69081721215131
90273000,-16.0,-9.122754205216172,6.782245794783829
90375000,-16.0,-9.029902818426063,6.8750971815739375
90475000,-16.0,-8.933468703644607,6.971531296355393
90576000,-16.0,-8.787224798864901,7.117775201135099
90677000,-16.0,-8.643178149108905,7.261821850891095
90778000,-16.0,-8.545695771097229,7.359304228902771
90880000,-16.0,-8.44672533516574,7.458274664834261
90980000,-16.0,-8.345894187203891,7.559105812796109
91081000,-16.0,-8.20670199313719,7.698298006862811
91182000,-16.0,-8.069466320816671,7.835533679183329
91283000,-16.0,-7.978829508182677,7.926170491817323
91385000,-16.0,-7.886728528447432,8.018271471552568
91485000,-16.0,-7.792814650803504,8.112185349196496
91585000,-16.0,-7.660474712520072,8.244525287479927
91687000,-16.0,-7.52986761322457,8.375132386775428
91788000,-16.0,-7.445230756773063,8.459769243226935
91890000,-16.0,-7.358939373681266,8.546060626318733
91990000,-16.0,-7.271190874262918,8.633809125737082
92091000,-16.0,-7.148897776421711,8.756102223578289
92193000,-16.0,-7.028389648610844,8.876610351389155
92293000,-16.0,-6.951508099333535,8.953491900666465
92395000,-16.0,-6.872917855946825,9.032082144053176
92496000,-16.0,-6.793362427703353,9.111637572296646
92596000,-16.0,-6.686891323828894,9.218108676171106
92698000,-16.0,-6.581795731240602,9.323204268759397
92799000,-16.0,-6.514017248036804,9.390982751963195
92900000,-16.0,-6.445163005387744,9.459836994612255
93001000,-16.0,-6.375265344523574,9.529734655476426
93101000,-16.0,-6.282608840312882,9.622391159687117
93203000,-16.0,-6.191731459405849,9.71326854059415
93303000,-16.0,-6.1362252973249385,9.768774702675062
93405000,-16.0,-6.079718148218029,9.825281851781972
93506000,-16.0,-6.022686067107474,9.882313932892526
93607000,-16.0,-5.947706659663597,9.957293340336403
93708000,-16.0,-5.875726948755779,10.02927305124422
93808000,-16.0,-5.832513993018329,10.07248600698167
93910000,-16.0,-5.788620594301787,10.116379405698213
94011000,-16.0,-5.744479533254458,10.160520466745542
94113000,-16.0,-5.688900984467049,10.21609901553295
94213000,-16.0,-5.635032717422482,10.269967282577516
94313000,-16.0,-5.590169547842202,10.314830452157798
94415000,-16.0,-5.546252047323118,10.35874795267688
94515000,-16.0,-5.522110886942022,10.382889113057978
94619000,-16.0,-5.497305394148594,10.407694605851406
94719000,-16.0,-5.4728734369228516,10.432126563077148
94819000,-16.0,-5.445470774834895,10.459529225165104
94923000,-16.0,-5.418672512895434,10.486327487104566
95023000,-16.0,-5.405340424637732,10.499659575362267
95125000,-16.0,-5.391798650305802,10.513201349694198
95225000,-16.0,-5.378625882358424,10.526374117641575
95325000,-16.0,-5.366749758084618,10.538250241915382
95427000,-16.0,-5.355434183339758,10.549565816660241
95528000,-16.0,-5.351368399456999,10.553631600543001
95630000,-16.0,-5.347243368035094,10.557756631964905
95730000,-16.0,-5.343441595748489,10.56155840425151
95830000,-16.0,-5.342645366846953,10.562354633153047
95932000,-16.0,-5.341966205675821,10.563033794324179
96033000,-16.0,-5.342828140358838,10.562171859641161
96135000,-16.0,-5.3437032231980375,10.561296776801962
